"wt.1.NC12.opaKD2.23003FL.06.01.18"	"ac.1.NC12.opaKD2.23003FL.06.01.19"	"dsred.1.NC12.opaKD2.23003FL.06.01.20"	"opa.1.NC12.opaKD2.23003FL.06.01.21"	"wt.2.NC12.opaKD5.23003FL.06.01.35"	"ac.2.NC12.opaKD5.23003FL.06.01.36"	"dsred.2.NC12.opaKD5.23003FL.06.01.37"	"dsred.3.NC12.opaKD5.23003FL.06.01.38"	"opa.3.NC12.opaKD5.23003FL.06.01.40"	"opa.5.NC12.opaKD5.23003FL.06.01.42"	"ac.3.NC12.opaKD6.23003FL.06.01.44"	"ac.4.NC12.opaKD6.23003FL.06.01.45"	"opa.6.NC12.opaKD6.23003FL.06.01.46"	"opa.7.NC12.opaKD6.23003FL.06.01.47"	"opa.8.NC12.opaKD6.23003FL.06.01.48"
"scaffold_4:28343356-28343528"	46	12	5	20	21	10	40	50	15	14	16	8	42	25	34
"scaffold_4:28353800-28353959"	22	18	10	23	12	8	43	60	34	10	28	19	66	31	45
"scaffold_4:28354060-28354135"	10	9	4	12	5	2	12	15	7	6	13	0	17	15	9
"scaffold_4:28363311-28363476"	30	17	17	19	11	12	20	33	41	9	21	28	20	12	32
"scaffold_4:28384032-28384129"	17	11	8	11	8	13	26	32	34	9	16	9	29	19	26
"scaffold_4:28403173-28403305"	25	14	4	18	13	7	35	45	29	6	21	12	35	32	37
"scaffold_4:28417594-28417717"	8	12	5	8	11	15	21	8	40	32	16	27	20	28	28
"scaffold_4:28424918-28425149"	23	19	5	27	15	10	45	72	31	11	19	13	25	24	41
"scaffold_4:28432016-28432334"	51	35	15	42	16	12	68	66	42	16	36	30	41	38	62
"scaffold_4:28454430-28454592"	19	15	8	18	16	3	17	39	18	3	10	5	17	42	17
"scaffold_4:28454925-28455107"	10	10	7	8	1	10	13	13	17	12	14	14	23	26	18
"scaffold_4:28455519-28455659"	28	16	4	13	7	18	28	17	45	35	12	13	31	29	17
"scaffold_4:28461477-28461582"	7	5	4	5	2	9	18	17	7	0	15	3	10	4	9
"scaffold_4:28529708-28529891"	32	12	8	24	10	15	26	24	35	5	26	12	15	11	14
"scaffold_4:28565467-28565755"	45	15	10	34	14	9	31	42	44	30	7	9	28	24	33
"scaffold_4:28581278-28581352"	15	8	0	9	5	5	15	17	6	5	6	9	10	13	12
"scaffold_4:28589606-28589751"	40	28	11	26	17	31	34	34	57	37	56	52	50	47	26
"scaffold_4:28594587-28594684"	19	13	3	15	13	11	23	27	33	3	8	15	25	21	23
"scaffold_4:28599747-28599885"	40	16	14	25	21	7	34	31	39	24	19	17	32	73	17
"scaffold_4:28630208-28630290"	16	9	1	10	3	4	21	31	12	4	7	10	14	6	38
"scaffold_4:28670566-28670649"	18	4	7	17	18	10	21	12	22	3	17	12	19	23	23
"scaffold_4:28682840-28682982"	23	10	6	11	20	17	38	28	31	10	5	4	15	15	42
"scaffold_4:28709964-28710060"	22	6	7	26	8	6	13	32	25	4	21	7	20	5	29
"scaffold_4:28719478-28719569"	12	7	4	9	11	2	14	26	23	6	7	2	24	20	24
"scaffold_4:28723693-28723780"	13	10	3	9	5	1	7	18	10	6	16	19	23	30	24
"scaffold_4:28737311-28737463"	27	16	8	20	15	11	16	29	19	12	6	18	12	16	18
"scaffold_4:28783519-28783612"	13	4	4	15	1	6	15	21	16	0	7	4	20	6	21
"scaffold_4:28786320-28786572"	53	29	14	39	19	27	110	128	50	12	23	19	74	46	72
"scaffold_4:28807757-28807850"	13	6	4	12	4	8	20	16	9	10	14	5	26	16	14
"scaffold_4:28841835-28842146"	230	67	42	137	110	181	162	177	213	191	215	310	242	241	200
"scaffold_4:28843384-28843580"	42	24	11	43	27	16	30	53	23	16	38	25	53	48	55
"scaffold_4:28854876-28854952"	19	7	2	13	4	9	14	22	9	3	11	0	6	12	9
"scaffold_4:28929525-28929606"	7	3	0	8	1	9	15	13	7	3	5	3	10	19	12
"scaffold_4:29029325-29029461"	35	29	6	21	11	24	34	25	28	31	26	24	22	30	40
"scaffold_4:29069472-29069689"	49	16	3	22	43	8	80	29	70	47	24	39	70	67	37
"scaffold_4:29071928-29072075"	15	6	7	14	15	2	30	12	26	9	9	3	17	21	21
"scaffold_4:29103987-29104067"	10	2	2	3	0	4	15	3	14	2	5	0	5	9	4
"scaffold_4:29108516-29108663"	41	14	4	19	16	14	19	59	14	2	18	11	11	13	31
"scaffold_4:29108927-29109042"	17	5	5	11	7	9	16	20	9	6	4	3	16	4	9
"scaffold_4:29109130-29109250"	16	8	5	9	13	5	40	39	18	11	7	3	20	19	22
"scaffold_4:29115672-29115761"	14	7	1	11	12	3	23	19	18	12	12	7	17	17	14
"scaffold_4:29119354-29119594"	54	37	11	38	47	19	66	51	22	11	23	39	58	44	50
"scaffold_4:29120378-29120457"	38	14	7	16	34	10	15	10	20	16	12	19	29	36	25
"scaffold_4:29120636-29120719"	18	6	2	6	23	12	22	12	29	12	13	2	21	25	12
"scaffold_4:29121118-29121253"	76	49	14	53	29	51	63	58	78	53	58	86	81	78	91
"scaffold_4:29122848-29123121"	149	62	30	83	56	53	124	98	154	48	101	76	131	152	162
"scaffold_4:29131129-29131362"	25	13	7	13	18	8	30	32	12	16	12	14	27	34	26
"scaffold_4:29142549-29142658"	33	19	4	24	2	3	14	24	13	5	1	8	30	26	18
"scaffold_4:29143234-29143437"	52	19	9	32	6	11	27	49	24	8	26	24	59	59	61
"scaffold_4:29149305-29149414"	7	6	3	3	0	2	34	6	4	9	21	14	13	13	18
"scaffold_4:29174743-29174918"	31	13	6	21	6	10	27	37	29	9	24	9	31	33	27
"scaffold_4:29175258-29175462"	56	15	10	23	17	12	74	39	35	7	17	18	55	32	49
"scaffold_4:29176047-29176307"	50	15	16	34	31	14	42	60	28	8	24	9	38	17	50
"scaffold_4:29187574-29187676"	26	15	3	15	11	3	19	17	22	11	6	16	26	24	10
"scaffold_4:29198429-29198546"	27	23	4	9	8	9	16	16	22	6	12	10	14	15	19
"scaffold_4:29199499-29199699"	57	43	8	49	10	6	37	44	24	8	19	38	40	35	58
"scaffold_4:29221812-29221888"	23	14	1	13	5	20	19	31	25	16	15	13	28	36	16
"scaffold_4:29227295-29227397"	28	19	6	18	16	8	38	35	38	17	14	10	55	47	32
"scaffold_4:29234211-29234301"	14	16	5	5	8	10	20	8	22	12	13	12	26	15	23
"scaffold_4:29257536-29257636"	4	15	2	11	4	13	12	13	12	2	20	13	16	12	17
"scaffold_4:29295047-29295205"	47	17	6	29	34	14	48	80	33	11	9	16	38	29	55
"scaffold_4:29335964-29336044"	20	6	3	8	8	0	5	17	6	0	0	1	15	17	6
"scaffold_4:29341193-29341454"	117	77	42	57	75	106	138	112	140	102	156	134	145	198	125
"scaffold_4:29384224-29384348"	15	19	3	16	15	7	24	17	29	17	14	15	25	47	31
"scaffold_4:29390369-29390493"	56	14	7	30	31	9	29	37	20	8	35	6	22	17	35
"scaffold_4:29392400-29392553"	33	30	10	33	21	21	54	50	52	28	35	27	53	48	47
"scaffold_4:29394736-29394862"	87	24	9	35	25	14	47	91	27	12	13	11	56	50	88
"scaffold_4:29398047-29398144"	28	9	1	14	9	9	29	22	24	4	10	4	11	24	24
"scaffold_4:29398559-29398787"	127	49	16	57	59	16	116	73	65	10	39	44	78	96	152
"scaffold_4:29402958-29403042"	32	13	6	11	20	9	22	27	26	4	8	21	24	21	38
"scaffold_4:29404204-29404403"	59	8	4	18	26	6	25	30	21	3	15	10	23	43	29
"scaffold_4:29405546-29405628"	41	22	5	21	13	5	33	15	26	2	24	7	31	15	50
"scaffold_4:29410099-29410336"	130	19	8	33	58	14	109	94	104	8	24	38	65	50	116
"scaffold_4:29411185-29411533"	198	41	14	58	73	30	120	71	67	12	23	16	79	44	84
"scaffold_4:29414126-29414244"	84	25	6	22	29	12	44	89	31	8	25	20	43	22	67
"scaffold_4:29420902-29420980"	29	8	4	11	8	4	28	18	6	2	11	4	13	8	7
"scaffold_4:29421141-29421452"	83	27	8	28	35	15	44	56	18	6	45	23	36	30	59
"scaffold_4:29422683-29422795"	54	13	3	8	17	13	44	38	14	1	21	18	32	39	44
"scaffold_4:29425069-29425325"	250	146	49	146	99	141	168	200	271	213	189	217	298	272	196
"scaffold_4:29425835-29425949"	44	19	9	26	24	19	30	23	37	37	30	34	76	54	49
"scaffold_4:29429874-29430094"	46	18	4	24	12	4	26	29	32	3	15	18	37	22	53
"scaffold_4:29430866-29431029"	59	30	5	41	19	8	74	55	54	18	19	16	49	32	77
"scaffold_4:29431891-29432126"	161	80	21	87	53	43	116	174	117	28	77	72	179	102	192
"scaffold_4:29437240-29437389"	34	20	6	22	11	17	30	31	17	11	10	10	15	18	28
"scaffold_4:29439115-29439313"	52	21	10	28	14	11	28	35	29	5	13	7	33	20	42
"scaffold_4:29443988-29444164"	40	13	5	19	13	9	32	30	38	17	16	9	39	26	50
"scaffold_4:29447716-29447818"	7	7	1	5	4	4	6	13	8	6	1	1	17	6	16
"scaffold_4:29450432-29450567"	33	12	3	10	13	4	14	24	8	3	5	10	16	11	22
"scaffold_4:29453554-29453734"	55	29	12	31	12	15	52	45	36	13	17	20	52	45	64
"scaffold_4:29458400-29458478"	42	18	5	22	18	18	32	38	22	7	10	17	46	20	37
"scaffold_4:29459057-29459221"	41	11	3	13	10	5	38	17	17	4	12	7	22	20	57
"scaffold_4:29460833-29461101"	35	20	8	30	10	11	38	31	43	10	17	32	57	41	51
"scaffold_4:29463893-29463977"	16	9	1	12	6	13	14	12	14	2	13	14	15	8	18
"scaffold_4:29465885-29466225"	41	24	7	20	7	13	37	33	31	5	25	15	36	34	43
"scaffold_4:29468808-29469310"	82	34	9	35	48	28	61	69	37	14	32	27	42	33	74
"scaffold_4:29478217-29478896"	73	39	14	41	31	17	52	56	23	18	36	32	64	56	117
"scaffold_4:29479320-29479441"	27	14	2	18	10	5	25	28	12	3	10	1	21	17	34
"scaffold_4:29480742-29480827"	41	22	11	16	6	3	15	19	17	8	15	23	52	21	35
"scaffold_4:29482658-29482784"	24	27	13	29	4	5	35	43	22	10	24	20	20	32	32
"scaffold_4:29484692-29484833"	23	14	2	16	20	3	11	27	8	1	5	5	22	4	8
"scaffold_4:29487690-29488051"	112	35	18	45	21	12	69	58	39	34	37	19	76	81	102
"scaffold_4:29491176-29491290"	78	38	8	32	31	33	79	80	66	32	19	40	106	94	74
"scaffold_4:29494220-29494457"	37	40	16	38	11	14	43	39	50	28	33	59	72	73	39
"scaffold_4:29504474-29504578"	51	26	7	30	13	20	48	49	51	30	51	41	77	72	52
"scaffold_4:29515850-29515947"	16	3	0	4	5	2	6	18	13	1	6	4	28	10	8
"scaffold_4:29517946-29518069"	40	15	2	12	14	8	28	26	23	17	19	10	23	15	25
"scaffold_4:29520825-29520917"	58	23	5	36	29	8	15	38	33	13	10	23	48	48	31
"scaffold_4:29526562-29526679"	118	40	7	80	61	63	77	82	75	47	82	91	96	97	89
"scaffold_4:29526759-29526872"	92	24	15	50	48	15	69	64	65	38	42	36	44	65	76
"scaffold_4:29527189-29527644"	662	119	44	215	291	78	231	349	293	141	136	170	477	602	334
"scaffold_4:29536332-29536414"	33	10	1	21	13	4	17	10	30	2	6	2	23	20	23
"scaffold_4:29548148-29548253"	67	13	7	21	12	7	25	49	23	7	22	7	34	32	41
"scaffold_4:29548856-29548971"	61	14	4	25	26	2	29	35	17	8	14	16	50	45	45
"scaffold_4:29550594-29550743"	40	19	2	31	10	14	12	18	22	7	12	12	30	25	23
"scaffold_4:29554493-29554578"	20	6	7	14	6	7	15	15	25	32	16	7	33	36	22
"scaffold_4:29554995-29555280"	140	74	21	89	40	37	106	57	139	59	64	51	154	182	91
"scaffold_4:29560411-29560758"	69	22	11	50	35	10	39	71	37	15	24	8	43	51	33
"scaffold_4:29561635-29561723"	34	20	6	22	15	15	27	25	63	20	23	35	54	52	21
"scaffold_4:29566855-29566990"	28	21	5	13	5	5	31	28	28	8	7	5	36	40	19
"scaffold_4:29567121-29567296"	117	61	26	67	40	55	109	72	103	74	95	97	153	148	118
"scaffold_4:29573345-29573449"	25	2	5	8	19	5	20	16	20	6	9	3	20	15	16
"scaffold_4:29574020-29574104"	32	11	1	12	9	2	19	24	14	7	3	2	15	18	8
"scaffold_4:29594439-29594526"	7	6	5	17	4	6	15	38	17	4	18	3	9	16	19
"scaffold_4:29594716-29594892"	24	7	4	15	8	4	10	27	19	7	9	7	20	20	22
"scaffold_4:29620988-29621207"	44	23	11	21	3	5	39	52	34	15	14	5	30	29	38
"scaffold_4:29626451-29626583"	16	14	2	18	5	7	28	21	27	6	12	7	25	16	23
"scaffold_4:29645852-29645962"	25	20	2	18	13	12	38	37	30	13	25	11	26	27	37
"scaffold_4:29672648-29672769"	28	18	10	19	6	19	24	33	18	6	27	11	20	21	34
"scaffold_4:29711461-29711684"	14	17	5	8	11	3	15	20	13	7	11	8	35	21	15
"scaffold_4:29722456-29722564"	20	15	5	9	11	5	23	24	16	1	14	15	38	21	25
"scaffold_4:29726481-29726639"	28	20	8	29	10	11	26	35	20	6	16	11	15	7	29
"scaffold_4:29736773-29736856"	11	4	1	11	3	3	7	12	9	3	13	4	10	16	12
"scaffold_4:29738179-29738306"	41	25	9	40	20	14	50	61	68	13	11	16	72	63	30
"scaffold_4:29742467-29742852"	83	35	33	69	33	78	68	58	100	71	100	120	112	110	99
"scaffold_4:29742949-29743059"	46	41	16	27	16	23	25	24	45	36	42	23	49	54	53
"scaffold_4:29743194-29743285"	32	8	7	35	20	14	18	24	27	15	15	20	20	35	31
"scaffold_4:29748687-29748834"	37	38	4	20	9	6	24	31	22	7	7	17	36	43	41
"scaffold_4:29761790-29761946"	11	9	7	13	8	1	11	12	17	2	2	2	19	12	10
"scaffold_4:29773114-29773250"	22	10	5	22	9	14	23	21	16	3	5	12	25	15	5
"scaffold_4:29780821-29780938"	54	32	17	46	27	37	35	44	68	45	61	72	66	79	75
"scaffold_4:29790287-29790399"	16	8	5	12	4	5	23	16	7	6	8	0	15	7	3
"scaffold_4:29806432-29806600"	24	11	7	26	9	10	33	38	16	5	20	12	36	27	31
"scaffold_4:29811524-29811650"	32	19	7	8	11	5	10	29	24	5	20	6	44	60	34
"scaffold_4:29812434-29812614"	73	39	4	24	13	18	75	56	71	39	34	41	131	124	98
"scaffold_4:29813751-29813913"	71	41	7	36	27	4	62	60	74	20	29	11	92	55	79
"scaffold_4:29815200-29815347"	67	30	12	51	13	43	59	56	63	48	49	61	69	73	58
"scaffold_4:29837094-29837188"	22	13	3	9	0	3	16	29	12	6	6	13	35	36	21
"scaffold_4:29838216-29838310"	59	11	15	30	18	9	33	39	19	12	23	20	46	42	31
"scaffold_4:29838737-29838856"	53	20	5	30	5	16	37	43	29	15	30	28	53	35	23
"scaffold_4:29839002-29839254"	82	46	17	30	28	20	48	78	37	14	36	32	70	62	50
"scaffold_4:29864886-29865062"	42	22	21	39	14	56	40	31	46	48	68	103	58	73	44
"scaffold_4:29873810-29873887"	6	5	1	16	3	6	13	6	11	3	28	5	15	11	8
"scaffold_4:29992940-29993063"	6	5	8	21	8	6	13	13	6	8	13	4	10	6	23
"scaffold_4:30011817-30011948"	3	6	5	9	5	6	16	10	6	4	7	7	5	8	14
"scaffold_4:30025593-30025673"	11	5	3	12	2	13	24	17	7	3	18	13	4	5	14
"scaffold_4:30046827-30047000"	10	10	3	9	3	7	16	20	11	8	8	5	3	18	18
"scaffold_4:30077134-30077213"	6	1	2	12	5	4	7	10	5	5	8	5	10	10	7
"scaffold_4:30084932-30085149"	36	16	9	23	13	6	28	25	20	13	15	21	53	49	24
"scaffold_4:30087039-30087151"	34	17	9	15	4	5	9	29	20	10	8	6	39	39	36
"scaffold_4:30090704-30090822"	103	49	5	61	50	16	53	60	26	28	7	42	137	146	135
"scaffold_4:30098943-30099127"	61	33	6	43	28	26	65	41	64	46	17	24	49	85	57
"scaffold_4:30108510-30108654"	17	13	3	11	7	1	15	27	16	6	6	6	10	16	17
"scaffold_4:30116221-30116333"	17	8	3	8	7	3	6	13	4	2	6	15	7	4	8
"scaffold_4:30123706-30123799"	20	8	1	7	5	6	25	9	5	4	11	6	11	7	20
"scaffold_4:30130304-30130560"	48	25	4	31	23	23	40	49	30	20	19	12	32	31	31
"scaffold_4:30137711-30137909"	35	40	6	37	30	21	41	49	66	43	41	29	51	42	39
"scaffold_4:30139508-30139790"	108	42	5	57	65	42	115	26	155	36	31	62	108	111	126
"scaffold_4:30141183-30141288"	53	42	7	43	26	28	41	31	54	22	39	33	49	49	78
"scaffold_4:30143510-30143588"	20	4	4	19	8	1	13	8	8	2	8	2	16	10	21
"scaffold_4:30159894-30160087"	8	5	10	12	6	7	21	9	11	3	13	10	16	13	15
"scaffold_4:30183820-30184145"	45	49	9	55	34	21	65	76	57	30	29	36	96	77	93
"scaffold_4:30207662-30207739"	23	6	3	14	6	2	23	18	19	3	7	3	7	4	15
"scaffold_4:30218423-30218570"	13	9	4	10	9	5	17	16	7	3	4	6	9	10	10
"scaffold_4:30223764-30223855"	12	13	4	7	2	7	17	13	6	1	3	9	5	9	18
"scaffold_4:30226144-30226271"	10	4	4	7	9	4	13	18	10	3	11	2	10	6	18
"scaffold_4:30230522-30230821"	19	14	10	16	10	7	18	15	23	3	10	5	9	9	32
"scaffold_4:30240844-30241024"	43	7	9	18	29	15	26	28	38	6	6	24	40	20	41
"scaffold_4:30241767-30241856"	13	9	4	13	5	6	13	6	19	11	4	14	24	27	16
"scaffold_4:30242013-30242200"	57	30	5	24	39	14	52	52	40	17	24	25	68	79	75
"scaffold_4:30243752-30243995"	40	19	10	35	16	36	37	38	42	22	30	35	56	69	40
"scaffold_4:30252624-30253163"	86	23	10	41	49	35	57	111	59	26	45	48	51	47	57
"scaffold_4:30266344-30266466"	8	2	1	13	10	3	7	7	6	0	5	2	9	6	7
"scaffold_4:30271730-30271983"	115	28	10	29	61	19	47	57	30	19	28	22	68	23	89
"scaffold_4:30272442-30272756"	124	68	14	44	36	47	100	87	177	86	77	102	210	133	170
"scaffold_4:30272912-30273110"	89	31	11	41	30	16	35	36	49	11	22	22	80	64	76
"scaffold_4:30276871-30276988"	43	27	7	31	24	14	24	33	27	12	23	34	32	56	56
"scaffold_4:30283387-30283526"	39	17	7	22	9	17	28	22	22	15	7	14	42	28	31
"scaffold_4:30287533-30287754"	51	20	6	15	19	11	41	31	22	9	13	14	44	32	37
"scaffold_4:30290434-30290557"	22	11	11	19	16	27	17	13	35	40	50	51	25	32	21
"scaffold_4:30299182-30299394"	12	11	2	6	5	4	16	16	10	3	15	4	9	13	14
"scaffold_4:30305667-30305840"	32	23	5	22	9	11	44	48	36	10	16	12	43	51	37
"scaffold_4:30308179-30308329"	27	21	11	13	15	17	35	22	31	8	15	9	29	21	35
"scaffold_4:30313261-30313343"	17	7	1	12	3	1	11	9	15	4	3	3	13	19	13
"scaffold_4:30319318-30319617"	119	62	15	61	35	40	115	77	155	67	68	62	174	222	141
"scaffold_4:30320676-30320825"	25	18	5	28	7	2	26	15	39	6	19	3	34	48	23
"scaffold_4:30325127-30325244"	16	9	7	13	18	4	11	19	17	13	7	10	12	11	13
"scaffold_4:30333135-30333254"	11	6	6	14	7	2	7	11	6	1	5	2	13	9	15
"scaffold_4:30350180-30350378"	33	15	6	22	18	17	27	31	40	23	29	22	29	44	33
"scaffold_4:30361153-30361274"	21	12	8	17	18	6	35	44	24	6	12	2	22	23	28
"scaffold_4:30402961-30403175"	39	11	3	20	48	13	72	48	55	24	26	15	42	12	35
"scaffold_4:30406582-30406829"	61	34	4	28	91	27	130	80	116	72	32	38	107	68	93
"scaffold_4:30410494-30410592"	30	20	0	20	26	9	41	38	24	6	6	4	27	16	27
"scaffold_4:30412729-30413293"	159	52	12	64	97	53	182	125	195	75	57	72	163	152	132
"scaffold_4:30416963-30417232"	141	47	8	46	107	34	127	127	116	48	33	35	111	76	112
"scaffold_4:30418147-30418530"	86	46	17	70	97	44	152	112	128	73	64	49	114	70	112
"scaffold_4:30421111-30421339"	47	32	19	31	33	15	74	42	30	13	49	34	59	48	86
"scaffold_4:30424073-30424286"	47	20	8	26	26	23	38	43	43	6	16	17	29	24	42
"scaffold_4:30467864-30467949"	22	17	1	15	9	7	41	41	22	2	2	11	22	33	14
"scaffold_4:30472622-30472725"	23	3	9	8	22	25	15	14	16	18	32	11	23	9	17
"scaffold_4:30491278-30491548"	32	26	16	23	7	28	50	42	24	19	40	22	39	24	53
"scaffold_4:30522732-30522807"	19	10	2	9	7	19	11	8	26	10	8	8	13	14	15
"scaffold_4:30552668-30552780"	13	16	1	14	2	5	46	28	25	8	14	7	32	24	44
"scaffold_4:30587271-30587350"	16	7	3	11	4	11	20	11	29	6	9	17	25	20	19
"scaffold_4:30625592-30625699"	10	10	4	17	7	3	21	32	12	3	7	4	31	5	19
"scaffold_4:30668825-30668912"	8	2	6	10	1	0	11	12	6	1	9	7	16	24	28
"scaffold_4:30695796-30695902"	17	15	4	19	5	20	33	30	24	2	14	12	28	10	23
"scaffold_4:30713009-30713263"	17	11	11	13	6	6	27	38	36	14	14	5	25	21	22
"scaffold_4:30754309-30754449"	18	12	10	14	7	4	20	31	13	9	10	8	20	20	26
"scaffold_4:30781803-30781920"	20	13	3	8	5	4	12	6	25	4	12	3	38	20	26
"scaffold_4:30782110-30782191"	6	10	0	3	0	1	9	3	7	3	5	1	10	10	4
"scaffold_4:30802154-30802270"	25	8	7	26	18	16	40	51	68	30	30	4	31	25	17
"scaffold_4:30816706-30816794"	29	15	3	26	3	7	26	34	15	9	8	15	9	20	14
"scaffold_4:30820519-30820603"	23	14	2	8	4	5	22	23	21	14	4	3	22	13	24
"scaffold_4:30823084-30823173"	21	18	2	22	2	1	30	40	16	6	9	3	36	45	33
"scaffold_4:30826807-30826889"	20	11	4	6	4	1	13	30	13	1	8	7	38	29	28
"scaffold_4:30828126-30828222"	19	10	5	10	7	2	9	33	16	5	8	6	23	6	30
"scaffold_4:30840558-30840763"	75	41	14	54	50	21	42	69	74	41	39	60	113	81	91
"scaffold_4:30841074-30841159"	34	16	9	25	16	18	25	25	46	4	25	12	55	36	37
"scaffold_4:30841770-30842285"	285	183	83	202	116	287	226	207	332	354	368	458	337	342	240
"scaffold_4:30842629-30842710"	40	5	13	29	23	17	25	39	31	18	25	21	36	33	39
"scaffold_4:30842894-30842991"	53	22	11	29	25	17	45	22	24	11	12	17	28	30	33
"scaffold_4:30849438-30849578"	39	10	4	13	26	13	25	46	19	14	19	20	28	41	26
"scaffold_4:30854722-30854895"	73	28	5	24	27	16	61	77	55	9	38	18	56	44	59
"scaffold_4:30864196-30864448"	66	25	8	38	13	9	45	93	37	15	32	25	48	32	71
"scaffold_4:30871460-30871581"	40	17	12	23	9	18	20	41	22	9	11	10	29	32	39
"scaffold_4:30880074-30880381"	68	39	15	55	34	32	47	79	52	9	27	39	65	69	58
"scaffold_4:30887778-30887912"	14	4	2	8	9	3	24	18	13	3	5	3	16	19	12
"scaffold_4:30890300-30890491"	78	35	19	38	32	31	71	43	92	53	47	18	73	146	69
"scaffold_4:30893057-30893234"	63	27	14	37	17	19	53	43	76	45	47	39	93	69	65
"scaffold_4:30900506-30900593"	13	7	5	14	6	0	12	10	8	0	8	15	13	9	15
"scaffold_4:30908268-30908370"	19	16	1	8	5	5	3	13	10	4	9	6	8	7	24
"scaffold_4:30912028-30912166"	24	12	1	10	10	4	14	19	6	4	11	8	11	14	17
"scaffold_4:30913950-30914148"	78	39	20	36	33	33	70	55	83	47	52	47	95	120	49
"scaffold_4:30914276-30914380"	44	15	4	33	20	7	44	26	34	3	14	6	42	38	34
"scaffold_4:30924376-30924502"	12	3	1	5	6	9	9	5	9	1	7	5	18	11	9
"scaffold_4:30928730-30928843"	34	16	6	17	10	13	22	30	17	11	6	17	27	27	30
"scaffold_4:30937939-30938206"	115	48	15	41	35	29	109	70	63	22	49	38	95	135	91
"scaffold_4:30951326-30951590"	49	25	14	39	31	20	49	80	46	2	37	16	64	37	58
"scaffold_4:30955209-30955333"	33	11	10	26	21	10	39	40	37	14	10	14	43	45	43
"scaffold_4:30957185-30957369"	53	29	9	25	11	7	64	97	31	8	14	14	58	52	48
"scaffold_4:30965328-30965555"	49	28	20	48	21	41	47	53	52	46	59	52	47	79	43
"scaffold_4:30975137-30975285"	32	11	9	31	14	9	33	59	25	3	25	3	30	22	34
"scaffold_4:30993878-30993960"	28	12	5	13	2	13	11	23	10	9	9	4	12	11	22
"scaffold_4:31000920-31001104"	58	34	10	41	17	15	45	46	46	18	50	34	73	69	37
"scaffold_4:31001700-31001816"	63	33	3	22	18	20	43	59	38	24	30	26	66	44	56
"scaffold_4:31001897-31001973"	33	5	1	12	3	4	16	16	10	8	8	3	27	21	12
"scaffold_4:31003064-31003163"	61	25	6	25	7	2	36	31	30	10	13	17	82	82	50
"scaffold_4:31004624-31004715"	42	10	0	18	12	5	16	21	14	2	19	9	18	24	35
"scaffold_4:31004790-31005080"	66	31	4	33	14	25	26	26	4	0	59	35	23	18	38
"scaffold_4:31016035-31016114"	8	10	0	3	10	5	7	11	4	0	3	1	2	4	7
"scaffold_4:31021092-31021259"	40	16	3	20	8	9	54	38	45	17	32	18	39	46	45
"scaffold_4:31040756-31040847"	17	14	3	24	9	9	12	23	7	6	5	2	13	8	25
"scaffold_4:31080509-31080738"	38	23	9	32	19	13	69	62	51	14	34	13	51	45	40
"scaffold_4:31088747-31088831"	8	7	0	8	1	1	5	10	5	0	5	1	9	13	7
"scaffold_4:31131850-31131962"	11	10	8	19	8	11	16	21	16	9	14	13	22	19	26
"scaffold_4:31144879-31144973"	17	6	6	12	10	10	30	23	12	3	12	5	13	7	18
"scaffold_4:31152223-31152355"	4	4	5	16	4	6	19	15	4	5	13	2	17	6	14
"scaffold_4:31165150-31165298"	36	9	10	20	13	20	27	30	12	11	11	10	34	29	18
"scaffold_4:31166685-31166972"	37	32	13	55	18	13	55	53	98	43	16	12	89	87	41
"scaffold_4:31168401-31168496"	9	12	7	17	9	5	13	11	21	10	5	10	12	15	7
"scaffold_4:31180361-31180486"	12	7	2	10	13	4	14	11	11	5	11	3	18	16	10
"scaffold_4:31195502-31195597"	43	27	2	48	11	6	55	54	52	19	12	13	81	82	37
"scaffold_4:31196766-31196899"	35	26	8	32	25	21	42	42	67	46	52	40	84	67	38
"scaffold_4:31197876-31197991"	48	4	2	12	15	8	24	49	38	14	11	13	35	37	23
"scaffold_4:31198210-31198313"	25	4	3	16	9	6	12	18	11	11	14	2	13	17	11
"scaffold_4:31232740-31232892"	24	16	2	19	11	2	10	12	12	6	12	7	23	19	19
"scaffold_4:31233423-31233531"	28	7	3	7	7	7	23	24	16	3	7	3	29	19	22
"scaffold_4:31241283-31241405"	26	5	5	16	15	6	40	18	44	13	13	15	23	29	14
"scaffold_4:31250289-31250480"	19	9	9	22	12	8	47	35	44	20	29	14	69	30	35
"scaffold_4:31294439-31294779"	107	86	28	84	40	17	74	125	69	35	47	30	144	147	81
"scaffold_4:31295536-31295626"	22	12	6	9	5	6	13	21	7	5	7	10	30	45	22
"scaffold_4:31355775-31355889"	31	15	3	23	24	4	21	19	17	6	14	3	28	25	32
"scaffold_4:31356785-31357035"	260	100	40	160	128	158	220	175	268	226	205	265	311	345	223
"scaffold_4:31363517-31363679"	34	7	4	7	17	0	21	54	20	15	14	0	34	28	23
"scaffold_4:31369230-31369414"	118	29	20	57	57	79	79	93	98	58	105	111	122	100	95
"scaffold_4:31372462-31372618"	53	37	6	39	11	11	52	41	63	16	39	34	83	78	69
"scaffold_4:31373959-31374069"	72	30	9	29	33	21	40	62	39	23	42	46	64	41	63
"scaffold_4:31374571-31374681"	64	44	14	34	23	7	60	62	66	29	26	24	79	83	74
